SPDP;曲名;難易度;Lv;SCORE;Crank;Crump;Fskill;Frank
SP;real-high-SPEED;difficult;Lv;0;NONE;Noplay;0;NONE
SP;real-high-SPEED;expert;Lv;0;NONE;Noplay;0;NONE
SP;REBORN MAGIC;beginner;Lv;0;NONE;Noplay;0;NONE
SP;REBORN MAGIC;basic;Lv;0;NONE;Noplay;0;NONE
SP;REBORN MAGIC;difficult;Lv;0;NONE;Noplay;0;NONE
SP;REBORN MAGIC;expert;Lv;0;NONE;Noplay;0;NONE
SP;Red. by Full Metal Jacket;expert;Lv;998880;AAA;GFC;920;EX
SP;Red Cape Theorem;beginner;Lv;0;NONE;Noplay;0;NONE
SP;Red Cape Theorem;basic;Lv;0;NONE;Noplay;0;NONE
SP;Red Cape Theorem;difficult;Lv;0;NONE;Noplay;0;NONE
SP;Red Cape Theorem;expert;Lv;995160;AAA;GFC;920;EX
SP;RED ZONE;beginner;Lv;0;NONE;Noplay;0;NONE
SP;RED ZONE;basic;Lv;0;NONE;Noplay;0;NONE
SP;RED ZONE;difficult;Lv;0;NONE;Noplay;0;NONE
SP;RED ZONE;expert;Lv;0;NONE;Noplay;0;NONE
SP;Re:GENERATION;beginner;Lv;0;NONE;Noplay;0;NONE
SP;Re:GENERATION;basic;Lv;0;NONE;Noplay;0;NONE
SP;Re:GENERATION;difficult;Lv;0;NONE;Noplay;0;NONE
SP;Re:GENERATION;expert;Lv;701550;E;Noplay;0;NONE
SP;REINCARNATION;expert;Lv;775940;B+;Clear;650;NONE
SP;Rejoin;beginner;Lv;0;NONE;Noplay;0;NONE
SP;Rejoin;basic;Lv;0;NONE;Noplay;0;NONE
SP;Rejoin;difficult;Lv;0;NONE;Noplay;0;NONE
SP;Rejoin;expert;Lv;0;NONE;Noplay;0;NONE
SP;Remain;beginner;Lv;0;NONE;Noplay;0;NONE
SP;Remain;basic;Lv;0;NONE;Noplay;0;NONE
SP;Remain;difficult;Lv;0;NONE;Noplay;0;NONE
SP;Remain;expert;Lv;0;NONE;Noplay;0;NONE
SP;Rescue Me;beginner;Lv;0;NONE;Noplay;0;NONE
SP;Rescue Me;basic;Lv;0;NONE;Noplay;0;NONE
SP;Rescue Me;difficult;Lv;0;NONE;Noplay;0;NONE
SP;Rescue Me;expert;Lv;0;NONE;Noplay;0;NONE
SP;resonance;beginner;Lv;0;NONE;Noplay;0;NONE
SP;resonance;basic;Lv;0;NONE;Noplay;0;NONE
SP;resonance;difficult;Lv;0;NONE;Noplay;0;NONE
SP;resonance;expert;Lv;0;NONE;Noplay;0;NONE
SP;Resurrection;beginner;Lv;0;NONE;Noplay;0;NONE
SP;Resurrection;basic;Lv;0;NONE;Noplay;0;NONE
SP;Resurrection;difficult;Lv;0;NONE;Noplay;0;NONE
SP;Resurrection;expert;Lv;0;NONE;Noplay;0;NONE
SP;RЁVOLUTIФN;beginner;Lv;0;NONE;Noplay;0;NONE
SP;RЁVOLUTIФN;basic;Lv;0;NONE;Noplay;0;NONE
SP;RЁVOLUTIФN;difficult;Lv;0;NONE;Noplay;0;NONE
SP;RЁVOLUTIФN;expert;Lv;961450;AA+;Clear;609;1
SP;RЁVOLUTIФN;challenge;Lv;949770;AA;Clear;673;1
SP;REVOLUTIONARY ADDICT;beginner;Lv;0;NONE;Noplay;0;NONE
SP;REVOLUTIONARY ADDICT;basic;Lv;0;NONE;Noplay;0;NONE
SP;REVOLUTIONARY ADDICT;difficult;Lv;0;NONE;Noplay;0;NONE
SP;REVOLUTIONARY ADDICT;expert;Lv;0;NONE;Noplay;0;NONE
SP;REVOLUTIONARY ADDICT;challenge;Lv;0;NONE;Noplay;0;NONE
SP;Rhythms Inside;beginner;Lv;0;NONE;Noplay;0;NONE
SP;Rhythms Inside;basic;Lv;0;NONE;Noplay;0;NONE
SP;Rhythms Inside;difficult;Lv;0;NONE;Noplay;0;NONE
SP;Rhythms Inside;expert;Lv;0;NONE;Noplay;0;NONE
SP;Right on time (Ryu☆Remix);beginner;Lv;0;NONE;Noplay;0;NONE
SP;Right on time (Ryu☆Remix);basic;Lv;0;NONE;Noplay;0;NONE
SP;Right on time (Ryu☆Remix);difficult;Lv;0;NONE;Noplay;0;NONE
SP;Right on time (Ryu☆Remix);expert;Lv;984520;AA+;FC;0;NONE
SP;Right on time (Ryu☆Remix);challenge;Lv;0;NONE;Noplay;0;NONE
SP;Right Time Right Way;beginner;Lv;0;NONE;Noplay;0;NONE
SP;Right Time Right Way;basic;Lv;0;NONE;Noplay;0;NONE
SP;Right Time Right Way;difficult;Lv;0;NONE;Noplay;0;NONE
SP;Right Time Right Way;expert;Lv;986700;AA+;GFC;0;NONE
SP;Riot of Color;beginner;Lv;0;NONE;Noplay;0;NONE
SP;Riot of Color;basic;Lv;0;NONE;Noplay;0;NONE
SP;Riot of Color;difficult;Lv;0;NONE;Noplay;0;NONE
SP;Riot of Color;expert;Lv;931350;AA;Clear;657;1
SP;Rise As One;beginner;Lv;0;NONE;Noplay;0;NONE
SP;Rise As One;basic;Lv;0;NONE;Noplay;0;NONE
SP;Rise As One;difficult;Lv;0;NONE;Noplay;0;NONE
SP;Rise As One;expert;Lv;807710;A;Clear;650;NONE
SP;RISING FIRE HAWK;beginner;Lv;0;NONE;Noplay;0;NONE
SP;RISING FIRE HAWK;basic;Lv;0;NONE;Noplay;0;NONE
SP;RISING FIRE HAWK;difficult;Lv;0;NONE;Noplay;0;NONE
SP;RISING FIRE HAWK;expert;Lv;993660;AAA;GFC;960;EX
SP;RISING FIRE HAWK;challenge;Lv;911200;AA;Clear;673;1
SP;Roche Limit;expert;Lv;963550;AA+;Clear;609;1
SP;ROCK THE PARTY;beginner;Lv;0;NONE;Noplay;0;NONE
SP;ROCK THE PARTY;basic;Lv;0;NONE;Noplay;0;NONE
SP;ROCK THE PARTY;difficult;Lv;976210;AA+;Life4;0;NONE
SP;ROCK THE PARTY;expert;Lv;949900;AA;Clear;657;1
SP;Romancing Layer;beginner;Lv;0;NONE;Noplay;0;NONE
SP;Romancing Layer;basic;Lv;0;NONE;Noplay;0;NONE
SP;Romancing Layer;difficult;Lv;0;NONE;Noplay;0;NONE
SP;Romancing Layer;expert;Lv;986810;AA+;FC;0;NONE
SP;ROOM;beginner;Lv;0;NONE;Noplay;0;NONE
SP;ROOM;basic;Lv;0;NONE;Noplay;0;NONE
SP;ROOM;difficult;Lv;0;NONE;Noplay;0;NONE
SP;ROOM;expert;Lv;991890;AAA;GFC;744;EX
SP;roppongi EVOLVED ver.A;beginner;Lv;0;NONE;Noplay;0;NONE
SP;roppongi EVOLVED ver.A;basic;Lv;0;NONE;Noplay;0;NONE
SP;roppongi EVOLVED ver.A;difficult;Lv;0;NONE;Noplay;0;NONE
SP;roppongi EVOLVED ver.A;expert;Lv;980140;AA+;FC;924;9
SP;roppongi EVOLVED ver.B;beginner;Lv;0;NONE;Noplay;0;NONE
SP;roppongi EVOLVED ver.B;basic;Lv;0;NONE;Noplay;0;NONE
SP;roppongi EVOLVED ver.B;difficult;Lv;0;NONE;Noplay;0;NONE
SP;roppongi EVOLVED ver.B;expert;Lv;978690;AA+;FC;924;9
SP;roppongi EVOLVED ver.C;beginner;Lv;0;NONE;Noplay;0;NONE
SP;roppongi EVOLVED ver.C;basic;Lv;0;NONE;Noplay;0;NONE
SP;roppongi EVOLVED ver.C;difficult;Lv;0;NONE;Noplay;0;NONE
SP;roppongi EVOLVED ver.C;expert;Lv;834800;E;Noplay;0;NONE
SP;roppongi EVOLVED ver.D;beginner;Lv;0;NONE;Noplay;0;NONE
SP;roppongi EVOLVED ver.D;basic;Lv;0;NONE;Noplay;0;NONE
SP;roppongi EVOLVED ver.D;difficult;Lv;0;NONE;Noplay;0;NONE
SP;roppongi EVOLVED ver.D;expert;Lv;0;NONE;Noplay;0;NONE
SP;Run The Show;beginner;Lv;0;NONE;Noplay;0;NONE
SP;Run The Show;basic;Lv;0;NONE;Noplay;0;NONE
SP;Run The Show;difficult;Lv;0;NONE;Noplay;0;NONE
SP;Run The Show;expert;Lv;996740;AAA;GFC;960;EX
SP;Run The Show;challenge;Lv;919050;AA;Clear;657;1
SP;SABER WING;beginner;Lv;0;NONE;Noplay;0;NONE
SP;SABER WING;basic;Lv;0;NONE;Noplay;0;NONE
SP;SABER WING;difficult;Lv;0;NONE;Noplay;0;NONE
SP;SABER WING;expert;Lv;768340;B+;Clear;0;NONE
SP;SABER WING;challenge;Lv;0;NONE;Noplay;0;NONE
SP;SABER WING (Akira Ishihara Headshot mix);beginner;Lv;0;NONE;Noplay;0;NONE
SP;SABER WING (Akira Ishihara Headshot mix);basic;Lv;0;NONE;Noplay;0;NONE
SP;SABER WING (Akira Ishihara Headshot mix);difficult;Lv;0;NONE;Noplay;0;NONE
SP;SABER WING (Akira Ishihara Headshot mix);expert;Lv;925210;AA;Clear;636;1
SP;SABER WING (Akira Ishihara Headshot mix);challenge;Lv;0;NONE;Noplay;0;NONE
SP;SABER WING (satellite silhouette remix);beginner;Lv;0;NONE;Noplay;0;NONE
SP;SABER WING (satellite silhouette remix);basic;Lv;0;NONE;Noplay;0;NONE
SP;SABER WING (satellite silhouette remix);difficult;Lv;0;NONE;Noplay;0;NONE
SP;SABER WING (satellite silhouette remix);expert;Lv;0;NONE;Noplay;0;NONE
SP;SABER WING (satellite silhouette remix);challenge;Lv;993110;AAA;FC;960;EX
SP;Sacred Oath;beginner;Lv;0;NONE;Noplay;0;NONE
SP;Sacred Oath;basic;Lv;0;NONE;Noplay;0;NONE
SP;Sacred Oath;difficult;Lv;0;NONE;Noplay;0;NONE
SP;Sacred Oath;expert;Lv;0;NONE;Noplay;0;NONE
SP;Sacred Oath;challenge;Lv;0;NONE;Noplay;0;NONE
SP;S・A・G・A;beginner;Lv;0;NONE;Noplay;0;NONE
SP;S・A・G・A;basic;Lv;0;NONE;Noplay;0;NONE
SP;S・A・G・A;difficult;Lv;0;NONE;Noplay;0;NONE
SP;S・A・G・A;expert;Lv;948280;AA;FC;839;9
SP;Sakura Mirage;beginner;Lv;0;NONE;Noplay;0;NONE
SP;Sakura Mirage;basic;Lv;0;NONE;Noplay;0;NONE
SP;Sakura Mirage;difficult;Lv;0;NONE;Noplay;0;NONE
SP;Sakura Mirage;expert;Lv;971680;AA+;Clear;0;NONE
SP;Sakura Reflection;beginner;Lv;0;NONE;Noplay;0;NONE
SP;Sakura Reflection;basic;Lv;0;NONE;Noplay;0;NONE
SP;Sakura Reflection;difficult;Lv;0;NONE;Noplay;0;NONE
SP;Sakura Reflection;expert;Lv;995160;AAA;GFC;960;EX
SP;sakura storm;beginner;Lv;0;NONE;Noplay;0;NONE
SP;sakura storm;basic;Lv;0;NONE;Noplay;0;NONE
SP;sakura storm;difficult;Lv;0;NONE;Noplay;0;NONE
SP;sakura storm;expert;Lv;0;NONE;Noplay;0;NONE
SP;sakura storm;challenge;Lv;996420;AAA;GFC;872;EX
SP;Sakura Sunrise;beginner;Lv;0;NONE;Noplay;0;NONE
SP;Sakura Sunrise;basic;Lv;0;NONE;Noplay;0;NONE
SP;Sakura Sunrise;difficult;Lv;941550;AA;FC;0;NONE
SP;Sakura Sunrise;expert;Lv;990790;AAA;FC;0;NONE
SP;Sakura Sunrise;challenge;Lv;122710;E;Noplay;0;NONE
SP;Samurai Shogun vs. Master Ninja;beginner;Lv;0;NONE;Noplay;0;NONE
SP;Samurai Shogun vs. Master Ninja;basic;Lv;0;NONE;Noplay;0;NONE
SP;Samurai Shogun vs. Master Ninja;difficult;Lv;0;NONE;Noplay;0;NONE
SP;Samurai Shogun vs. Master Ninja;expert;Lv;941350;AA;Clear;0;NONE
SP;Sand Blow;beginner;Lv;0;NONE;Noplay;0;NONE
SP;Sand Blow;basic;Lv;0;NONE;Noplay;0;NONE
SP;Sand Blow;difficult;Lv;0;NONE;Noplay;0;NONE
SP;Sand Blow;expert;Lv;94800;E;Noplay;0;NONE
SP;Saturday Night Love;beginner;Lv;0;NONE;Noplay;0;NONE
SP;Saturday Night Love;basic;Lv;0;NONE;Noplay;0;NONE
SP;Saturday Night Love;difficult;Lv;0;NONE;Noplay;0;NONE
SP;Saturday Night Love;expert;Lv;0;NONE;Noplay;0;NONE
SP;Saturn;beginner;Lv;0;NONE;Noplay;0;NONE
SP;Saturn;basic;Lv;0;NONE;Noplay;0;NONE
SP;Saturn;difficult;Lv;0;NONE;Noplay;0;NONE
SP;Saturn;expert;Lv;0;NONE;Noplay;0;NONE
SP;SAY A PRAYER;beginner;Lv;0;NONE;Noplay;0;NONE
SP;SAY A PRAYER;basic;Lv;0;NONE;Noplay;0;NONE
SP;SAY A PRAYER;difficult;Lv;0;NONE;Noplay;0;NONE
SP;SAY A PRAYER;expert;Lv;0;NONE;Noplay;0;NONE
SP;SAYONARA☆ディスコライト;beginner;Lv;0;NONE;Noplay;0;NONE
SP;SAYONARA☆ディスコライト;basic;Lv;0;NONE;Noplay;0;NONE
SP;SAYONARA☆ディスコライト;difficult;Lv;0;NONE;Noplay;0;NONE
SP;SAYONARA☆ディスコライト;expert;Lv;0;NONE;Noplay;0;NONE
SP;Scarlet Moon;beginner;Lv;0;NONE;Noplay;0;NONE
SP;Scarlet Moon;basic;Lv;0;NONE;Noplay;0;NONE
SP;Scarlet Moon;difficult;Lv;0;NONE;Noplay;0;NONE
SP;Scarlet Moon;expert;Lv;970980;AA+;FC;0;NONE
SP;SCHWARZSCHILD FIELD;beginner;Lv;0;NONE;Noplay;0;NONE
SP;SCHWARZSCHILD FIELD;basic;Lv;0;NONE;Noplay;0;NONE
SP;SCHWARZSCHILD FIELD;difficult;Lv;0;NONE;Noplay;0;NONE
SP;SCHWARZSCHILD FIELD;expert;Lv;882650;A+;Clear;657;1
SP;Scorching Moon;beginner;Lv;0;NONE;Noplay;0;NONE
SP;Scorching Moon;basic;Lv;0;NONE;Noplay;0;NONE
SP;Scorching Moon;difficult;Lv;0;NONE;Noplay;0;NONE
SP;Scorching Moon;expert;Lv;0;NONE;Noplay;0;NONE
SP;Seasons;beginner;Lv;0;NONE;Noplay;0;NONE
SP;Seasons;basic;Lv;0;NONE;Noplay;0;NONE
SP;Seasons;difficult;Lv;0;NONE;Noplay;0;NONE
SP;Seasons;expert;Lv;0;NONE;Noplay;0;NONE
SP;Second Heaven;beginner;Lv;0;NONE;Noplay;0;NONE
SP;Second Heaven;basic;Lv;0;NONE;Noplay;0;NONE
SP;Second Heaven;difficult;Lv;0;NONE;Noplay;0;NONE
SP;Second Heaven;expert;Lv;0;NONE;Noplay;0;NONE
SP;Second Heaven;challenge;Lv;862570;A+;Clear;0;NONE
SP;second spring storm;beginner;Lv;0;NONE;Noplay;0;NONE
SP;second spring storm;basic;Lv;0;NONE;Noplay;0;NONE
SP;second spring storm;difficult;Lv;0;NONE;Noplay;0;NONE
SP;second spring storm;expert;Lv;936240;AA;Life4;0;NONE
SP;Secret Rendez-vous;beginner;Lv;0;NONE;Noplay;0;NONE
SP;Secret Rendez-vous;basic;Lv;0;NONE;Noplay;0;NONE
SP;Secret Rendez-vous;difficult;Lv;0;NONE;Noplay;0;NONE
SP;Secret Rendez-vous;expert;Lv;0;NONE;Noplay;0;NONE
SP;Sector;beginner;Lv;0;NONE;Noplay;0;NONE
SP;Sector;basic;Lv;0;NONE;Noplay;0;NONE
SP;Sector;difficult;Lv;0;NONE;Noplay;0;NONE
SP;Sector;expert;Lv;920920;AA;Clear;0;NONE
SP;SEDUCTION;beginner;Lv;0;NONE;Noplay;0;NONE
SP;SEDUCTION;basic;Lv;0;NONE;Noplay;0;NONE
SP;SEDUCTION;difficult;Lv;0;NONE;Noplay;0;NONE
SP;SEDUCTION;expert;Lv;0;NONE;Noplay;0;NONE
SP;SEDUCTION(Vocal Remix);beginner;Lv;0;NONE;Noplay;0;NONE
SP;SEDUCTION(Vocal Remix);basic;Lv;0;NONE;Noplay;0;NONE
SP;SEDUCTION(Vocal Remix);difficult;Lv;0;NONE;Noplay;0;NONE
SP;SEDUCTION(Vocal Remix);expert;Lv;0;NONE;Noplay;0;NONE
SP;Sephirot;beginner;Lv;0;NONE;Noplay;0;NONE
SP;Sephirot;basic;Lv;0;NONE;Noplay;0;NONE
SP;Sephirot;difficult;Lv;0;NONE;Noplay;0;NONE
SP;Sephirot;expert;Lv;0;NONE;Noplay;0;NONE
SP;Seta Para Cima↑↑;beginner;Lv;0;NONE;Noplay;0;NONE
SP;Seta Para Cima↑↑;basic;Lv;0;NONE;Noplay;0;NONE
SP;Seta Para Cima↑↑;difficult;Lv;0;NONE;Noplay;0;NONE
SP;Seta Para Cima↑↑;expert;Lv;0;NONE;Noplay;0;NONE
SP;Settin' the Scene;beginner;Lv;0;NONE;Noplay;0;NONE
SP;Settin' the Scene;basic;Lv;0;NONE;Noplay;0;NONE
SP;Settin' the Scene;difficult;Lv;0;NONE;Noplay;0;NONE
SP;Settin' the Scene;expert;Lv;0;NONE;Noplay;0;NONE
SP;Seule;beginner;Lv;0;NONE;Noplay;0;NONE
SP;Seule;basic;Lv;0;NONE;Noplay;0;NONE
SP;Seule;difficult;Lv;0;NONE;Noplay;0;NONE
SP;Seule;expert;Lv;0;NONE;Noplay;0;NONE
SP;SEXY PLANET;beginner;Lv;0;NONE;Noplay;0;NONE
SP;SEXY PLANET;basic;Lv;0;NONE;Noplay;0;NONE
SP;SEXY PLANET;difficult;Lv;0;NONE;Noplay;0;NONE
SP;SEXY PLANET;expert;Lv;0;NONE;Noplay;0;NONE
SP;SEXY PLANET(FROM NONSTOP MEGAMIX);challenge;Lv;0;NONE;Noplay;0;NONE
SP;Shades of Grey;beginner;Lv;0;NONE;Noplay;0;NONE
SP;Shades of Grey;basic;Lv;0;NONE;Noplay;0;NONE
SP;Shades of Grey;difficult;Lv;0;NONE;Noplay;0;NONE
SP;Shades of Grey;expert;Lv;0;NONE;Noplay;0;NONE
SP;Share The Love;beginner;Lv;0;NONE;Noplay;0;NONE
SP;Share The Love;basic;Lv;0;NONE;Noplay;0;NONE
SP;Share The Love;difficult;Lv;0;NONE;Noplay;0;NONE
SP;Share The Love;expert;Lv;0;NONE;Noplay;0;NONE
SP;She is my wife;beginner;Lv;0;NONE;Noplay;0;NONE
SP;She is my wife;basic;Lv;0;NONE;Noplay;0;NONE
SP;She is my wife;difficult;Lv;0;NONE;Noplay;0;NONE
SP;She is my wife;expert;Lv;963020;AA+;Clear;0;NONE
SP;Shine;beginner;Lv;0;NONE;Noplay;0;NONE
SP;Shine;basic;Lv;0;NONE;Noplay;0;NONE
SP;Shine;difficult;Lv;0;NONE;Noplay;0;NONE
SP;Shine;expert;Lv;0;NONE;Noplay;0;NONE
SP;Shine;challenge;Lv;0;NONE;Noplay;0;NONE
SP;☆shining☆;beginner;Lv;0;NONE;Noplay;0;NONE
SP;☆shining☆;basic;Lv;0;NONE;Noplay;0;NONE
SP;☆shining☆;difficult;Lv;0;NONE;Noplay;0;NONE
SP;☆shining☆;expert;Lv;0;NONE;Noplay;0;NONE
SP;Shiny World;beginner;Lv;0;NONE;Noplay;0;NONE
SP;Shiny World;basic;Lv;0;NONE;Noplay;0;NONE
SP;Shiny World;difficult;Lv;0;NONE;Noplay;0;NONE
SP;Shiny World;expert;Lv;998250;AAA;GFC;920;EX
SP;Shiny World;challenge;Lv;875970;A+;Clear;657;1
SP;SHION;beginner;Lv;0;NONE;Noplay;0;NONE
SP;SHION;basic;Lv;0;NONE;Noplay;0;NONE
SP;SHION;difficult;Lv;0;NONE;Noplay;0;NONE
SP;SHION;expert;Lv;0;NONE;Noplay;0;NONE
SP;Shout It Out;beginner;Lv;0;NONE;Noplay;0;NONE
SP;Shout It Out;basic;Lv;0;NONE;Noplay;0;NONE
SP;Shout It Out;difficult;Lv;0;NONE;Noplay;0;NONE
SP;Shout It Out;expert;Lv;0;NONE;Noplay;0;NONE
SP;Show me your moves;beginner;Lv;0;NONE;Noplay;0;NONE
SP;Show me your moves;basic;Lv;0;NONE;Noplay;0;NONE
SP;Show me your moves;difficult;Lv;0;NONE;Noplay;0;NONE
SP;Show me your moves;expert;Lv;0;NONE;Noplay;0;NONE
SP;Show me your moves;challenge;Lv;976480;AA+;Clear;0;NONE
SP;siberite;beginner;Lv;0;NONE;Noplay;0;NONE
SP;siberite;basic;Lv;0;NONE;Noplay;0;NONE
SP;siberite;difficult;Lv;0;NONE;Noplay;0;NONE
SP;siberite;expert;Lv;0;NONE;Noplay;0;NONE
SP;S!ck;beginner;Lv;0;NONE;Noplay;0;NONE
SP;S!ck;basic;Lv;0;NONE;Noplay;0;NONE
SP;S!ck;difficult;Lv;0;NONE;Noplay;0;NONE
SP;S!ck;expert;Lv;0;NONE;Noplay;0;NONE
SP;SigSig;beginner;Lv;0;NONE;Noplay;0;NONE
SP;SigSig;basic;Lv;0;NONE;Noplay;0;NONE
SP;SigSig;difficult;Lv;0;NONE;Noplay;0;NONE
SP;SigSig;expert;Lv;591020;E;Noplay;0;NONE
SP;SigSig;challenge;Lv;0;NONE;Noplay;0;NONE
SP;Silent Hill;beginner;Lv;0;NONE;Noplay;0;NONE
SP;Silent Hill;basic;Lv;0;NONE;Noplay;0;NONE
SP;Silent Hill;difficult;Lv;0;NONE;Noplay;0;NONE
SP;Silent Hill;expert;Lv;0;NONE;Noplay;0;NONE
SP;Silent Hill (3rd christmas mix);challenge;Lv;0;NONE;Noplay;0;NONE
SP;Silly Love;beginner;Lv;0;NONE;Noplay;0;NONE
SP;Silly Love;basic;Lv;0;NONE;Noplay;0;NONE
SP;Silly Love;difficult;Lv;0;NONE;Noplay;0;NONE
SP;Silly Love;expert;Lv;970440;AA+;Clear;0;NONE
SP;SILVER☆DREAM;beginner;Lv;0;NONE;Noplay;0;NONE
SP;SILVER☆DREAM;basic;Lv;0;NONE;Noplay;0;NONE
SP;SILVER☆DREAM;difficult;Lv;0;NONE;Noplay;0;NONE
SP;SILVER☆DREAM;expert;Lv;917790;AA;Clear;636;1
SP;Silver Platform - I wanna get your heart -;beginner;Lv;0;NONE;Noplay;0;NONE
SP;Silver Platform - I wanna get your heart -;basic;Lv;0;NONE;Noplay;0;NONE
SP;Silver Platform - I wanna get your heart -;difficult;Lv;0;NONE;Noplay;0;NONE
SP;Silver Platform - I wanna get your heart -;expert;Lv;0;NONE;Noplay;0;NONE
SP;SISYPHUS;beginner;Lv;936880;AA;Clear;0;NONE
SP;SISYPHUS;basic;Lv;973430;AA+;GFC;0;5
SP;SISYPHUS;difficult;Lv;969870;AA+;GFC;0;7
SP;SISYPHUS;expert;Lv;801630;A;Clear;0;NONE
SP;SISYPHUS;challenge;Lv;374600;E;Noplay;0;NONE
SP;Six String Proof;beginner;Lv;0;NONE;Noplay;0;NONE
SP;Six String Proof;basic;Lv;0;NONE;Noplay;0;NONE
SP;Six String Proof;difficult;Lv;0;NONE;Noplay;0;NONE
SP;Six String Proof;expert;Lv;975760;AA+;GFC;885;9
SP;Ska Ska No.3;beginner;Lv;0;NONE;Noplay;0;NONE
SP;Ska Ska No.3;basic;Lv;0;NONE;Noplay;0;NONE
SP;Ska Ska No.3;difficult;Lv;0;NONE;Noplay;0;NONE
SP;Ska Ska No.3;expert;Lv;0;NONE;Noplay;0;NONE
SP;Sky Is The Limit;beginner;Lv;0;NONE;Noplay;0;NONE
SP;Sky Is The Limit;basic;Lv;0;NONE;Noplay;0;NONE
SP;Sky Is The Limit;difficult;Lv;0;NONE;Noplay;0;NONE
SP;Sky Is The Limit;expert;Lv;0;NONE;Noplay;0;NONE
SP;Skywalking;beginner;Lv;0;NONE;Noplay;0;NONE
SP;Skywalking;basic;Lv;0;NONE;Noplay;0;NONE
SP;Skywalking;difficult;Lv;0;NONE;Noplay;0;NONE
SP;Skywalking;expert;Lv;0;NONE;Noplay;0;NONE
SP;Slip Out;beginner;Lv;0;NONE;Noplay;0;NONE
SP;Slip Out;basic;Lv;0;NONE;Noplay;0;NONE
SP;Slip Out;difficult;Lv;0;NONE;Noplay;0;NONE
SP;Slip Out;expert;Lv;0;NONE;Noplay;0;NONE
SP;Slip Out (bounce in beat mix);beginner;Lv;0;NONE;Noplay;0;NONE
SP;Slip Out (bounce in beat mix);basic;Lv;0;NONE;Noplay;0;NONE
SP;Slip Out (bounce in beat mix);difficult;Lv;0;NONE;Noplay;0;NONE
SP;Slip Out (bounce in beat mix);expert;Lv;0;NONE;Noplay;0;NONE
SP;Small Steps;beginner;Lv;0;NONE;Noplay;0;NONE
SP;Small Steps;basic;Lv;0;NONE;Noplay;0;NONE
SP;Small Steps;difficult;Lv;0;NONE;Noplay;0;NONE
SP;Small Steps;expert;Lv;966530;AA+;GFC;0;NONE
SP;SMASH;beginner;Lv;0;NONE;Noplay;0;NONE
SP;SMASH;basic;Lv;0;NONE;Noplay;0;NONE
SP;SMASH;difficult;Lv;0;NONE;Noplay;0;NONE
SP;SMASH;expert;Lv;934790;AA;Clear;673;1
SP;Smiling Passion;beginner;Lv;0;NONE;Noplay;0;NONE
SP;Smiling Passion;basic;Lv;0;NONE;Noplay;0;NONE
SP;Smiling Passion;difficult;Lv;0;NONE;Noplay;0;NONE
SP;Smiling Passion;expert;Lv;0;NONE;Noplay;0;NONE
SP;smooooch･∀･;beginner;Lv;0;NONE;Noplay;0;NONE
SP;smooooch･∀･;basic;Lv;0;NONE;Noplay;0;NONE
SP;smooooch･∀･;difficult;Lv;0;NONE;Noplay;0;NONE
SP;smooooch･∀･;expert;Lv;959510;AA+;Life4;0;NONE
SP;smooooch･∀･;challenge;Lv;997200;AAA;GFC;640;EX
SP;Snow Garland Fairy;beginner;Lv;0;NONE;Noplay;0;NONE
SP;Snow Garland Fairy;basic;Lv;0;NONE;Noplay;0;NONE
SP;Snow Garland Fairy;difficult;Lv;980360;AA+;GFC;0;NONE
SP;Snow Garland Fairy;expert;Lv;980380;AA+;GFC;977;9
SP;snow prism;beginner;Lv;0;NONE;Noplay;0;NONE
SP;snow prism;basic;Lv;0;NONE;Noplay;0;NONE
SP;snow prism;difficult;Lv;0;NONE;Noplay;0;NONE
SP;snow prism;expert;Lv;0;NONE;Noplay;0;NONE
SP;snow prism;challenge;Lv;0;NONE;Noplay;0;NONE
SP;SODA GALAXY;beginner;Lv;0;NONE;Noplay;0;NONE
SP;SODA GALAXY;basic;Lv;0;NONE;Noplay;0;NONE
SP;SODA GALAXY;difficult;Lv;0;NONE;Noplay;0;NONE
SP;SODA GALAXY;expert;Lv;0;NONE;Noplay;0;NONE
SP;SO IN LOVE;beginner;Lv;0;NONE;Noplay;0;NONE
SP;SO IN LOVE;basic;Lv;0;NONE;Noplay;0;NONE
SP;SO IN LOVE;difficult;Lv;0;NONE;Noplay;0;NONE
SP;SO IN LOVE;expert;Lv;0;NONE;Noplay;0;NONE
SP;sola;beginner;Lv;0;NONE;Noplay;0;NONE
SP;sola;basic;Lv;0;NONE;Noplay;0;NONE
SP;sola;difficult;Lv;0;NONE;Noplay;0;NONE
SP;sola;expert;Lv;0;NONE;Noplay;0;NONE
SP;someday...;beginner;Lv;0;NONE;Noplay;0;NONE
SP;someday...;basic;Lv;0;NONE;Noplay;0;NONE
SP;someday...;difficult;Lv;0;NONE;Noplay;0;NONE
SP;someday...;expert;Lv;0;NONE;Noplay;0;NONE
SP;Somehow You Found Me;beginner;Lv;0;NONE;Noplay;0;NONE
SP;Somehow You Found Me;basic;Lv;0;NONE;Noplay;0;NONE
SP;Somehow You Found Me;difficult;Lv;0;NONE;Noplay;0;NONE
SP;Somehow You Found Me;expert;Lv;0;NONE;Noplay;0;NONE
SP;Somehow You Found Me;challenge;Lv;0;NONE;Noplay;0;NONE
SP;Something Comforting;beginner;Lv;0;NONE;Noplay;0;NONE
SP;Something Comforting;basic;Lv;0;NONE;Noplay;0;NONE
SP;Something Comforting;difficult;Lv;0;NONE;Noplay;0;NONE
